MARCA,MODELO,SISTEMA,VERS_SISTEMA
samsung,SM-A115M,Android,12
samsung,SM-A115M,Android,11
samsung,SM-A115M,Android,10
samsung,SM-A125F,Android,12
samsung,SM-A125M,Android,10
samsung,SM-A125M,Android,11
samsung,SM-A125M,Android,12
samsung,SM-A125U,Android,12
samsung,SM-A125U1,Android,12
samsung,SM-A127F,Android,13
samsung,SM-A127M,Android,11
samsung,SM-A127M,Android,12
samsung,SM-A127M,Android,13
samsung,SM-A135M,Android,13
samsung,SM-A135M,Android,12
samsung,SM-A135M,Android,14
samsung,SM-A136U,Android,13
samsung,SM-A136U1,Android,13
samsung,SM-A137F,Android,14
samsung,SM-A145M,Android,14
samsung,SM-A145M,Android,13
samsung,SM-A145R,Android,13
samsung,SM-A145R,Android,14
samsung,SM-A146M,Android,14
samsung,SM-A146M,Android,13
samsung,SM-A146U,Android,14
samsung,SM-A155F,Android,14
samsung,SM-A155M,Android,14
samsung,SM-A156M,Android,14
samsung,SM-A156U1,Android,14
samsung,SM-A165M,Android,14
samsung,SM-A166M,Android,14
samsung,SM-A205G,Android,10
samsung,SM-A205G,Android,9
samsung,SM-A205G,Android,11
samsung,SM-A205U,Android,10
samsung,SM-A207M,Android,11
samsung,SM-A207M,Android,9
samsung,SM-A207M,Android,10
samsung,SM-A217F,Android,12
samsung,SM-A217M,Android,10
samsung,SM-A217M,Android,12
samsung,SM-A217M,Android,11
samsung,SM-A225F,Android,13
samsung,SM-A225M,Android,12
samsung,SM-A225M,Android,13
samsung,SM-A225M,Android,11
samsung,SM-A226B,Android,13
samsung,SM-A226BR,Android,12
samsung,SM-A226BR,Android,13
samsung,SM-A226BR,Android,11
samsung,SM-A235M,Android,13
samsung,SM-A235M,Android,12
samsung,SM-A235M,Android,14
samsung,SM-A235N,Android,14
samsung,SM-A236M,Android,14
samsung,SM-A236U,Android,14
samsung,SM-A236U1,Android,14
samsung,SM-A245M,Android,13
samsung,SM-A245M,Android,14
samsung,SM-A256E,Android,14
samsung,SM-A256U1,Android,14
samsung,SM-A305G,Android,10
samsung,SM-A305G,Android,9
samsung,SM-A305G,Android,11
samsung,SM-A305GT,Android,11
samsung,SM-A307FN,Android,11
samsung,SM-A307G,Android,10
samsung,SM-A307G,Android,11
samsung,SM-A307G,Android,9
samsung,SM-A307GT,Android,11
samsung,SM-A315G,Android,10
samsung,SM-A315G,Android,12
samsung,SM-A315G,Android,11
samsung,SM-A325F,Android,13
samsung,SM-A325M,Android,12
samsung,SM-A325M,Android,11
samsung,SM-A325M,Android,13
samsung,SM-A326B,Android,13
samsung,SM-A326U,Android,13
samsung,SM-A326U,Android,12
samsung,SM-A326U1,Android,13
samsung,SM-A336E,Android,14
samsung,SM-A336M,Android,13
samsung,SM-A336M,Android,14
samsung,SM-A336M,Android,12
samsung,SM-A346E,Android,14
samsung,SM-A346M,Android,13
samsung,SM-A346M,Android,14
samsung,SM-A356E,Android,14
samsung,SM-A356U,Android,14
samsung,SM-A366E,Android,15
samsung,SM-A405FN,Android,11
samsung,SM-A426B,Android,12
samsung,SM-A505FN,Android,11
samsung,SM-A505G,Android,9
samsung,SM-A505G,Android,11
samsung,SM-A505G,Android,10
samsung,SM-A505GT,Android,11
samsung,SM-A505U,Android,11
samsung,SM-A515F,Android,12
samsung,SM-A515F,Android,13
samsung,SM-A515F,Android,10
samsung,SM-A515F,Android,11
samsung,SM-A515U1,Android,13
samsung,SM-A515W,Android,13
samsung,SM-A516B,Android,13
samsung,SM-A520F,Android,8.0.0
samsung,SM-A525F,Android,14
samsung,SM-A525M,Android,12
samsung,SM-A525M,Android,13
samsung,SM-A525M,Android,11
samsung,SM-A525M,Android,14
samsung,SM-A526U1,Android,14
samsung,SM-A528B,Android,12
samsung,SM-A528B,Android,14
samsung,SM-A528B,Android,13
samsung,SM-A528B,Android,11
samsung,SM-A530F,Android,9
samsung,SM-A530F,Android,8.0.0
samsung,SM-A536B,Android,14
samsung,SM-A536E,Android,12
samsung,SM-A536E,Android,13
samsung,SM-A536E,Android,14
samsung,SM-A536U,Android,13
samsung,SM-A536U,Android,14
samsung,SM-A536U1,Android,14
samsung,SM-A546B,Android,14
samsung,SM-A546E,Android,13
samsung,SM-A546E,Android,14
samsung,SM-A546U,Android,14
samsung,SM-A546U1,Android,14
samsung,SM-A556B,Android,14
samsung,SM-A556E,Android,14
samsung,SM-A566E,Android,15
samsung,SM-A600GN,Android,10
samsung,SM-A605GN,Android,8.0.0
samsung,SM-A605GN,Android,10
samsung,SM-A705FN,Android,11
samsung,SM-A705MN,Android,11
samsung,SM-A705MN,Android,10
samsung,SM-A715F,Android,12
samsung,SM-A715F,Android,13
samsung,SM-A715F,Android,10
samsung,SM-A715F,Android,11
samsung,SM-A716U1,Android,13
samsung,SM-A720F,Android,8.0.0
samsung,SM-A725M,Android,11
samsung,SM-A725M,Android,13
samsung,SM-A725M,Android,14
samsung,SM-A725M,Android,12
samsung,SM-A730F,Android,9
samsung,SM-A736B,Android,13
samsung,SM-A736B,Android,14
samsung,SM-A750F,Android,9
samsung,SM-A750G,Android,10
samsung,SM-A805F,Android,11
samsung,SM-A920F,Android,10
samsung,SM-E625F,Android,13
samsung,SM-E625F,Android,12
samsung,SM-F415F,Android,12
samsung,SM-F700F,Android,12
samsung,SM-F711B,Android,12
samsung,SM-F711B,Android,14
samsung,SM-F711N,Android,14
samsung,SM-F711U,Android,14
samsung,SM-F711U,Android,12
samsung,SM-F711U,Android,13
samsung,SM-F711U1,Android,14
samsung,SM-F7210,Android,14
samsung,SM-F721B,Android,14
samsung,SM-F721B,Android,13
samsung,SM-F721B,Android,12
samsung,SM-F721N,Android,15
samsung,SM-F721U1,Android,14
samsung,SM-F721U1,Android,13
samsung,SM-F731B,Android,13
samsung,SM-F731B,Android,14
samsung,SM-F731U,Android,14
samsung,SM-F731U1,Android,14
samsung,SM-F741B,Android,14
samsung,SM-F916U1,Android,13
samsung,SM-F926B,Android,14
samsung,SM-F926B,Android,13
samsung,SM-F926U,Android,14
samsung,SM-F936B,Android,12
samsung,SM-F936B,Android,14
samsung,SM-F936B,Android,13
samsung,SM-F936U1,Android,14
samsung,SM-F946B,Android,13
samsung,SM-F946B,Android,14
samsung,SM-F946U,Android,14
samsung,SM-F946U1,Android,14
samsung,SM-F946W,Android,14
samsung,SM-F956B,Android,14
samsung,SM-F956U1,Android,15
samsung,SM-F956U1,Android,14
samsung,SM-F956W,Android,14
samsung,SM-G570M,Android,8.0.0
samsung,SM-G610M,Android,8.1.2000
samsung,SM-G611M,Android,9
samsung,SM-G715U1,Android,11
samsung,SM-G770F,Android,12
samsung,SM-G770F,Android,13
samsung,SM-G770U1,Android,13
samsung,SM-G780F,Android,12
samsung,SM-G780F,Android,11
samsung,SM-G780F,Android,13
samsung,SM-G780G,Android,11
samsung,SM-G780G,Android,12
samsung,SM-G780G,Android,13
samsung,SM-G781B,Android,13
samsung,SM-G781B,Android,12
samsung,SM-G781B,Android,11
samsung,SM-G781U,Android,13
samsung,SM-G781U,Android,12
samsung,SM-G781U1,Android,13
samsung,SM-G781V,Android,12
samsung,SM-G781W,Android,13
samsung,SM-G930F,Android,8.0.0
samsung,SM-G935F,Android,8.0.0
samsung,SM-G950F,Android,9
samsung,SM-G950U,Android,9
samsung,SM-G950U,Android,8.0.0
samsung,SM-G950U1,Android,9
samsung,SM-G955F,Android,9
samsung,SM-G955U,Android,9
samsung,SM-G955U1,Android,9
samsung,SM-G9600,Android,9
samsung,SM-G9600,Android,10
samsung,SM-G960F,Android,10
samsung,SM-G960F,Android,9
samsung,SM-G960U,Android,9
samsung,SM-G960U,Android,10
samsung,SM-G960U1,Android,10
samsung,SM-G9650,Android,10
samsung,SM-G965F,Android,10
samsung,SM-G965F,Android,9
samsung,SM-G965U,Android,10
samsung,SM-G965U1,Android,10
samsung,SM-G965W,Android,10
samsung,SM-G970F,Android,12
samsung,SM-G970F,Android,11
samsung,SM-G970U,Android,12
samsung,SM-G970U1,Android,12
samsung,SM-G973F,Android,9
samsung,SM-G973F,Android,12
samsung,SM-G973F,Android,11
samsung,SM-G973U,Android,12
samsung,SM-G973U1,Android,12
samsung,SM-G975F,Android,10
samsung,SM-G975F,Android,9
samsung,SM-G975F,Android,11
samsung,SM-G975F,Android,12
samsung,SM-G975U,Android,12
samsung,SM-G975U,Android,11
samsung,SM-G975U,Android,10
samsung,SM-G975U1,Android,12
samsung,SM-G977N,Android,12
samsung,SM-G980F,Android,12
samsung,SM-G980F,Android,13
samsung,SM-G980F,Android,10
samsung,SM-G981U,Android,10
samsung,SM-G981U,Android,13
samsung,SM-G981U,Android,11
samsung,SM-G981U1,Android,13
samsung,SM-G981V,Android,13
samsung,SM-G981W,Android,13
samsung,SM-G985F,Android,13
samsung,SM-G985F,Android,11
samsung,SM-G985F,Android,12
samsung,SM-G9860,Android,13
samsung,SM-G986B,Android,13
samsung,SM-G986U,Android,13
samsung,SM-G986U,Android,11
samsung,SM-G986U,Android,12
samsung,SM-G986U1,Android,13
samsung,SM-G9880,Android,13
samsung,SM-G988B,Android,13
samsung,SM-G988B,Android,10
samsung,SM-G988B,Android,12
samsung,SM-G988U,Android,11
samsung,SM-G988U,Android,13
samsung,SM-G988U,Android,12
samsung,SM-G988U,Android,10
samsung,SM-G988U1,Android,13
samsung,SM-G9900,Android,14
samsung,SM-G990B2,Android,14
samsung,SM-G990B2,Android,13
samsung,SM-G990E,Android,13
samsung,SM-G990E,Android,12
samsung,SM-G990E,Android,14
samsung,SM-G990U,Android,13
samsung,SM-G990U,Android,12
samsung,SM-G990U,Android,14
samsung,SM-G990U1,Android,14
samsung,SM-G990U2,Android,13
samsung,SM-G991B,Android,12
samsung,SM-G991B,Android,11
samsung,SM-G991B,Android,13
samsung,SM-G991B,Android,14
samsung,SM-G991Q,Android,14
samsung,SM-G991U,Android,13
samsung,SM-G991U,Android,12
samsung,SM-G991U,Android,14
samsung,SM-G991U1,Android,11
samsung,SM-G991U1,Android,14
samsung,SM-G991W,Android,14
samsung,SM-G996B,Android,14
samsung,SM-G996B,Android,13
samsung,SM-G996B,Android,11
samsung,SM-G996B,Android,12
samsung,SM-G996N,Android,14
samsung,SM-G996U,Android,13
samsung,SM-G996U,Android,11
samsung,SM-G996U,Android,12
samsung,SM-G996U,Android,14
samsung,SM-G996U1,Android,13
samsung,SM-G996U1,Android,14
samsung,SM-G996U1,Android,15
samsung,SM-G998B,Android,11
samsung,SM-G998B,Android,12
samsung,SM-G998B,Android,14
samsung,SM-G998B,Android,13
samsung,SM-G998U,Android,12
samsung,SM-G998U,Android,14
samsung,SM-G998U,Android,13
samsung,SM-G998U,Android,11
samsung,SM-G998U1,Android,14
samsung,SM-G998U1,Android,13
samsung,SM-G998W,Android,14
samsung,SM-J260M,Android,8.1.2000
samsung,SM-J400M,Android,10
samsung,SM-J400M,Android,9
samsung,SM-J415G,Android,8.1.2000
samsung,SM-J415G,Android,9
samsung,SM-J610G,Android,10
samsung,SM-J610G,Android,8.1.2000
samsung,SM-J701M,Android,8.1.2000
samsung,SM-J701M,Android,9
samsung,SM-J710MN,Android,8.1.2000
samsung,SM-J730GM,Android,8.1.2000
samsung,SM-J730GM,Android,9
samsung,SM-J810M,Android,10
samsung,SM-M115M,Android,12
samsung,SM-M127F,Android,12
samsung,SM-M127F,Android,13
samsung,SM-M146B,Android,14
samsung,SM-M225FV,Android,12
samsung,SM-M225FV,Android,13
samsung,SM-M305M,Android,10
samsung,SM-M315F,Android,12
samsung,SM-M315F,Android,10
samsung,SM-M315F,Android,11
samsung,SM-M325FV,Android,13
samsung,SM-M515F,Android,12
samsung,SM-M526B,Android,13
samsung,SM-M536B,Android,14
samsung,SM-M546B,Android,14
samsung,SM-M556B,Android,14
samsung,SM-N770F,Android,13
samsung,SM-N950F,Android,9
samsung,SM-N950U,Android,9
samsung,SM-N950U1,Android,9
samsung,SM-N9600,Android,10
samsung,SM-N9600,Android,9
samsung,SM-N960F,Android,10
samsung,SM-N960U,Android,9
samsung,SM-N960U,Android,10
samsung,SM-N960U1,Android,10
samsung,SM-N970F,Android,12
samsung,SM-N970U,Android,11
samsung,SM-N970U,Android,12
samsung,SM-N970U1,Android,12
samsung,SM-N9750,Android,12
samsung,SM-N9750,Android,10
samsung,SM-N975F,Android,12
samsung,SM-N975U,Android,12
samsung,SM-N975U,Android,10
samsung,SM-N975U,Android,11
samsung,SM-N975U1,Android,11
samsung,SM-N975U1,Android,12
samsung,SM-N976U,Android,12
samsung,SM-N980F,Android,13
samsung,SM-N980F,Android,12
samsung,SM-N981U,Android,12
samsung,SM-N981U,Android,13
samsung,SM-N981U1,Android,13
samsung,SM-N985F,Android,10
samsung,SM-N985F,Android,13
samsung,SM-N9860,Android,13
samsung,SM-N986B,Android,13
samsung,SM-N986N,Android,13
samsung,SM-N986U,Android,12
samsung,SM-N986U,Android,13
samsung,SM-N986U1,Android,13
samsung,SM-P610,Android,12
samsung,SM-P610,Android,13
samsung,SM-P613,Android,13
samsung,SM-P613,Android,14
samsung,SM-P615,Android,13
samsung,SM-P620,Android,14
samsung,SM-S711B,Android,14
samsung,SM-S711B,Android,13
samsung,SM-S711U1,Android,14
samsung,SM-S721B,Android,15
samsung,SM-S721B,Android,14
samsung,SM-S9010,Android,14
samsung,SM-S901B,Android,14
samsung,SM-S901B,Android,13
samsung,SM-S901E,Android,14
samsung,SM-S901E,Android,12
samsung,SM-S901E,Android,13
samsung,SM-S901U,Android,14
samsung,SM-S901U,Android,13
samsung,SM-S901U1,Android,14
samsung,SM-S901W,Android,14
samsung,SM-S9060,Android,14
samsung,SM-S9060,Android,13
samsung,SM-S906E,Android,13
samsung,SM-S906E,Android,14
samsung,SM-S906E,Android,12
samsung,SM-S906U,Android,13
samsung,SM-S906U,Android,12
samsung,SM-S906U,Android,14
samsung,SM-S906U1,Android,14
samsung,SM-S906W,Android,14
samsung,SM-S9080,Android,14
samsung,SM-S9080,Android,13
samsung,SM-S908B,Android,14
samsung,SM-S908E,Android,14
samsung,SM-S908E,Android,13
samsung,SM-S908E,Android,12
samsung,SM-S908N,Android,14
samsung,SM-S908U,Android,14
samsung,SM-S908U,Android,12
samsung,SM-S908U,Android,13
samsung,SM-S908U,Android,15
samsung,SM-S908U1,Android,15
samsung,SM-S908U1,Android,13
samsung,SM-S908U1,Android,14
samsung,SM-S908W,Android,14
samsung,SM-S911B,Android,14
samsung,SM-S911B,Android,13
samsung,SM-S911U,Android,15
samsung,SM-S911U,Android,14
samsung,SM-S911U1,Android,14
samsung,SM-S911U1,Android,13
samsung,SM-S911W,Android,14
samsung,SM-S916B,Android,13
samsung,SM-S916B,Android,14
samsung,SM-S916U,Android,15
samsung,SM-S916U,Android,14
samsung,SM-S916U1,Android,14
samsung,SM-S918B,Android,13
samsung,SM-S918B,Android,15
samsung,SM-S918B,Android,14
samsung,SM-S918N,Android,14
samsung,SM-S918U,Android,14
samsung,SM-S918U,Android,13
samsung,SM-S918U1,Android,13
samsung,SM-S918U1,Android,14
samsung,SM-S918W,Android,14
samsung,SM-S921B,Android,14
samsung,SM-S921U,Android,14
samsung,SM-S921U1,Android,14
samsung,SM-S921W,Android,14
samsung,SM-S9260,Android,14
samsung,SM-S926B,Android,14
samsung,SM-S926U,Android,14
samsung,SM-S926U1,Android,14
samsung,SM-S928B,Android,15
samsung,SM-S928B,Android,14
samsung,SM-S928U,Android,14
samsung,SM-S928U,Android,15
samsung,SM-S928U1,Android,14
samsung,SM-S931B,Android,15
samsung,SM-S931U1,Android,15
samsung,SM-S936B,Android,15
samsung,SM-S936U1,Android,15
samsung,SM-S938B,Android,15
samsung,SM-S938U,Android,15
samsung,SM-S938U1,Android,15
samsung,SM-T500,Android,12
samsung,SM-T510,Android,11
samsung,SM-T720,Android,11
samsung,SM-T733,Android,14
samsung,SM-T870,Android,13
samsung,SM-T970,Android,13
samsung,SM-X210,Android,14
samsung,SM-X510,Android,14
samsung,SM-X610,Android,14
samsung,SM-X800,Android,14
samsung,SM-X810,Android,14
samsung,SM-X900,Android,14
surface,Surface Duo,Android,12
unknown,HAT-LX1,Android,8.0.0
vivo,V2023,Android,12
vivo,V2027,Android,12
vivo,V2028,Android,12
vivo,V2028,Android,10
vivo,V2035,Android,13
vivo,V2050,Android,13
vivo,V2057,Android,13
vivo,V2058,Android,13
vivo,V2110,Android,13
vivo,V2110,Android,11
vivo,V2127,Android,12
vivo,V2127,Android,14
vivo,V2127,Android,13
vivo,V2145A,Android,14
vivo,V2202,Android,14
vivo,V2204,Android,12
vivo,V2205,Android,13
vivo,V2205,Android,14
vivo,V2206,Android,13
vivo,V2206,Android,14
vivo,V2242,Android,14
vivo,V2242,Android,15
vivo,V2247,Android,14
vivo,V2248,Android,14
vivo,V2314,Android,14
vivo,V2332,Android,14
vivo,V2349,Android,14
vivo,V2351,Android,14
vivo,V2415A,Android,15
vivo,V2418,Android,14
vivo,V2418,Android,15
vivo,V2440,Android,15
vivo,vivo 1935,Android,12
vivo,vivo 1938,Android,12
xiaomi,Mi A1,Android,9
xiaomi,Mi A2,Android,10
xiaomi,Mi A2 Lite,Android,10
xiaomi,Redmi 5 Plus,Android,8.1.2000
xiaomi,Redmi 6,Android,8.1.2000
xiaomi,Redmi 7,Android,10
xiaomi,Redmi Note 5,Android,9
xiaomi,Redmi Note 6 Pro,Android,9
xiaomi,Redmi Note 7,Android,10
xiaomi,Redmi Note 7,Android,9
xiaomi,Redmi Note 8,Android,9
xiaomi,Redmi Note 8,Android,11
xiaomi,Redmi Note 8,Android,10
xiaomi,Redmi Note 8T,Android,9
