MARCA,MODELO,VERS_SISTEMA
motorola,motorola edge 50 pro,14
motorola,motorola edge 50 pro,15
motorola,motorola edge 50 ultra,14
motorola,motorola edge 50 ultra,15
motorola,motorola one 5G ace,11
motorola,motorola one action,11
motorola,motorola one fusion,11
motorola,motorola one fusion,10
motorola,motorola one hyper,11
motorola,motorola one macro,10
motorola,motorola one macro,9
motorola,motorola one vision,11
motorola,motorola one zoom,10
motorola,motorola razr 40,14
motorola,motorola razr 40 ultra,13
motorola,motorola razr 40 ultra,15
motorola,motorola razr 40 ultra,14
motorola,motorola razr 50,14
motorola,motorola razr 50 ultra,14
motorola,motorola razr 50 ultra,15
motorola,motorola razr plus 2023,13
nubia,NX659J,11
nubia,NX669J,12
nubia,NX669J,11
nubia,NX712J,13
nubia,NX713J,13
nubia,NX713J,14
nubia,NX721J,14
nubia,NX724J,13
nubia,NX729J,13
nubia,NX729J,14
nubia,NX769J,14
nubia,NX789J,15
nubia,Z2351N,13
nubia,Z2352N,13
nubia,Z2353,13
nubia,Z2357N,13
realme,RMX1921,11
realme,RMX1931,11
realme,RMX2001,11
realme,RMX2020,10
realme,RMX2040,11
realme,RMX2063,11
realme,RMX2086,12
realme,RMX2151,12
realme,RMX2170,11
realme,RMX2170,12
realme,RMX2170,10
realme,RMX2202,13
realme,RMX2202,14
realme,RMX3081,13
realme,RMX3085,13
realme,RMX3151,13
realme,RMX3151,12
realme,RMX3231,11
realme,RMX3241,13
realme,RMX3261,11
realme,RMX3263,11
realme,RMX3269,11
realme,RMX3301,14
realme,RMX3363,13
realme,RMX3370,13
realme,RMX3370,11
realme,RMX3371,14
realme,RMX3472,12
realme,RMX3472,14
realme,RMX3491,13
realme,RMX3491,12
realme,RMX3511,12
realme,RMX3511,13
realme,RMX3521,14
realme,RMX3521,13
realme,RMX3561,14
realme,RMX3562,14
realme,RMX3563,14
realme,RMX3624,12
realme,RMX3690,12
realme,RMX3709,15
realme,RMX3710,13
realme,RMX3740,14
realme,RMX3741,13
realme,RMX3741,14
realme,RMX3840,14
realme,RMX3851,15
realme,RMX3851,14
realme,RMX3888,14
samsung,SC-02K,10
samsung,SM-A015M,10
samsung,SM-A015M,12
samsung,SM-A015M,11
samsung,SM-A022M,11
samsung,SM-A025M,11
samsung,SM-A025M,12
samsung,SM-A025U1,12
samsung,SM-A032M,11
samsung,SM-A032M,13
samsung,SM-A032M,12
samsung,SM-A035M,13
samsung,SM-A035M,11
samsung,SM-A037M,13
samsung,SM-A037M,12
samsung,SM-A042M,13
samsung,SM-A042M,12
samsung,SM-A042M,14
samsung,SM-A045M,13
samsung,SM-A045M,12
samsung,SM-A045M,14
samsung,SM-A047M,13
samsung,SM-A047M,14
samsung,SM-A055M,14
samsung,SM-A055M,13
samsung,SM-A057M,13
samsung,SM-A057M,14
samsung,SM-A065M,14
samsung,SM-A105M,9
samsung,SM-A105M,11
samsung,SM-A105M,10
samsung,SM-A107M,10
samsung,SM-A107M,9
samsung,SM-A107M,11
samsung,SM-A115M,12
samsung,SM-A125F,12
samsung,SM-A125M,12
samsung,SM-A125M,10
samsung,SM-A125M,11
samsung,SM-A125U,12
samsung,SM-A125U1,12
samsung,SM-A127F,13
samsung,SM-A127M,12
samsung,SM-A127M,13
samsung,SM-A127M,11
samsung,SM-A135M,12
samsung,SM-A135M,14
samsung,SM-A135M,13
samsung,SM-A136U1,13
samsung,SM-A137F,14
samsung,SM-A145M,14
samsung,SM-A145M,13
samsung,SM-A145R,14
samsung,SM-A146M,14
samsung,SM-A146M,13
samsung,SM-A146U,14
samsung,SM-A155F,14
samsung,SM-A155M,14
samsung,SM-A156M,14
samsung,SM-A156U1,14
samsung,SM-A165M,14
samsung,SM-A166M,14
samsung,SM-A205G,9
samsung,SM-A205G,10
samsung,SM-A205G,11
samsung,SM-A207M,10
samsung,SM-A207M,11
samsung,SM-A207M,9
samsung,SM-A217F,12
samsung,SM-A217M,12
samsung,SM-A217M,10
samsung,SM-A217M,11
samsung,SM-A225F,13
samsung,SM-A225M,12
samsung,SM-A225M,13
samsung,SM-A225M,11
samsung,SM-A226B,13
samsung,SM-A226BR,11
samsung,SM-A226BR,12
samsung,SM-A226BR,13
samsung,SM-A235M,13
samsung,SM-A235M,12
samsung,SM-A235M,14
samsung,SM-A235N,14
samsung,SM-A245M,13
samsung,SM-A245M,14
samsung,SM-A256E,14
samsung,SM-A305G,9
samsung,SM-A305G,11
samsung,SM-A305GT,11
samsung,SM-A307FN,11
samsung,SM-A307G,11
samsung,SM-A307G,9
samsung,SM-A307G,10
samsung,SM-A307GT,11
samsung,SM-A307GT,9
samsung,SM-A315G,12
samsung,SM-A315G,10
samsung,SM-A315G,11
samsung,SM-A325M,11
samsung,SM-A325M,12
samsung,SM-A325M,13
samsung,SM-A326B,13
samsung,SM-A326U,13
samsung,SM-A326U,12
samsung,SM-A326U1,13
samsung,SM-A336E,14
samsung,SM-A336M,12
samsung,SM-A336M,13
samsung,SM-A336M,14
samsung,SM-A346E,14
samsung,SM-A346M,14
samsung,SM-A346M,13
samsung,SM-A356E,14
samsung,SM-A356U,14
samsung,SM-A366E,15
samsung,SM-A426B,12
samsung,SM-A505FN,11
samsung,SM-A505G,11
samsung,SM-A505G,10
samsung,SM-A505G,9
samsung,SM-A505GT,11
samsung,SM-A505U,11
samsung,SM-A515F,10
samsung,SM-A515F,13
samsung,SM-A515F,12
samsung,SM-A515F,11
samsung,SM-A515U1,13
samsung,SM-A515W,13
samsung,SM-A516B,13
samsung,SM-A520F,8.0.0
samsung,SM-A525F,14
samsung,SM-A525M,14
samsung,SM-A525M,11
samsung,SM-A525M,13
samsung,SM-A525M,12
samsung,SM-A526U1,14
samsung,SM-A530F,8.0.0
samsung,SM-A530F,9
samsung,SM-A536B,14
samsung,SM-A536E,13
samsung,SM-A536E,14
samsung,SM-A536E,12
samsung,SM-A536U,14
samsung,SM-A536U1,14
samsung,SM-A546B,14
samsung,SM-A546E,13
samsung,SM-A546E,14
samsung,SM-A546U,14
samsung,SM-A546U1,14
samsung,SM-A556B,14
samsung,SM-A556E,14
samsung,SM-A566E,15
samsung,SM-A605GN,10
samsung,SM-A605GN,8.0.0
samsung,SM-A705FN,11
samsung,SM-A705MN,11
samsung,SM-A705MN,10
samsung,SM-A715F,12
samsung,SM-A715F,11
samsung,SM-A715F,10
samsung,SM-A715F,13
samsung,SM-A716U1,13
samsung,SM-A720F,8.0.0
samsung,SM-A725M,14
samsung,SM-A725M,11
samsung,SM-A725M,13
samsung,SM-A725M,12
samsung,SM-A736B,14
samsung,SM-A750F,9
samsung,SM-A750G,10
samsung,SM-A750GN,10
samsung,SM-A805F,11
samsung,SM-A920F,10
samsung,SM-E625F,12
samsung,SM-E625F,13
samsung,SM-F415F,12
samsung,SM-F700F,12
samsung,SM-F711B,14
samsung,SM-F711B,12
samsung,SM-F711N,14
samsung,SM-F711U,14
samsung,SM-F711U,13
samsung,SM-F711U1,14
samsung,SM-F7210,14
samsung,SM-F721B,14
samsung,SM-F721B,13
samsung,SM-F721B,12
samsung,SM-F721U1,13
samsung,SM-F721U1,14
samsung,SM-F731B,14
samsung,SM-F731B,13
samsung,SM-F731U,14
samsung,SM-F731U1,14
samsung,SM-F741B,14
samsung,SM-F916B,13
samsung,SM-F916U1,13
samsung,SM-F926B,13
samsung,SM-F926B,14
samsung,SM-F926U,14
samsung,SM-F936B,12
samsung,SM-F936B,13
samsung,SM-F936B,14
samsung,SM-F936U1,14
samsung,SM-F946B,13
samsung,SM-F946B,14
samsung,SM-F946U,14
samsung,SM-F946U1,14
samsung,SM-F956B,14
samsung,SM-F956U1,14
samsung,SM-F956W,14
samsung,SM-G570M,8.0.0
samsung,SM-G610M,8.1.0
samsung,SM-G611M,9
samsung,SM-G715U1,11
samsung,SM-G770F,13
samsung,SM-G770F,12
samsung,SM-G770U1,13
samsung,SM-G780F,12
samsung,SM-G780F,13
samsung,SM-G780F,11
samsung,SM-G780G,12
samsung,SM-G780G,13
samsung,SM-G780G,11
samsung,SM-G781B,12
samsung,SM-G781B,13
samsung,SM-G781U,13
samsung,SM-G781U,12
samsung,SM-G781U1,13
samsung,SM-G781V,13
samsung,SM-G781V,12
samsung,SM-G781W,13
samsung,SM-G935F,8.0.0
samsung,SM-G950F,9
samsung,SM-G950U,9
samsung,SM-G950U,8.0.0
samsung,SM-G950U1,9
samsung,SM-G955F,9
samsung,SM-G955U,9
samsung,SM-G955U1,9
samsung,SM-G9600,10
samsung,SM-G9600,9
samsung,SM-G960F,9
samsung,SM-G960F,10
samsung,SM-G960U,9
samsung,SM-G960U,10
samsung,SM-G960U1,10
samsung,SM-G9650,10
samsung,SM-G965F,10
samsung,SM-G965U,10
samsung,SM-G965U1,10
samsung,SM-G965W,10
samsung,SM-G970F,12
samsung,SM-G970F,11
samsung,SM-G970U,12
samsung,SM-G970U1,12
samsung,SM-G973F,12
samsung,SM-G973F,9
samsung,SM-G973U,12
samsung,SM-G973U1,12
samsung,SM-G975F,12
samsung,SM-G975F,11
samsung,SM-G975F,10
samsung,SM-G975F,9
samsung,SM-G975U,11
samsung,SM-G975U,12
samsung,SM-G975U,10
samsung,SM-G975U1,12
samsung,SM-G977N,12
samsung,SM-G980F,10
samsung,SM-G980F,12
samsung,SM-G980F,13
samsung,SM-G981U,10
samsung,SM-G981U,13
samsung,SM-G981U,11
samsung,SM-G981U1,13
samsung,SM-G981W,13
samsung,SM-G985F,12
samsung,SM-G985F,13
samsung,SM-G985F,11
samsung,SM-G9860,13
samsung,SM-G986U,13
samsung,SM-G986U,12
samsung,SM-G986U,11
samsung,SM-G986U1,13
samsung,SM-G9880,13
samsung,SM-G988B,13
samsung,SM-G988B,12
samsung,SM-G988B,10
samsung,SM-G988U,13
samsung,SM-G988U,10
samsung,SM-G988U,11
samsung,SM-G988U1,13
samsung,SM-G9900,14
samsung,SM-G990B2,14
samsung,SM-G990B2,13
samsung,SM-G990E,14
samsung,SM-G990E,13
samsung,SM-G990E,12
samsung,SM-G990U,13
samsung,SM-G990U,12
samsung,SM-G990U,14
samsung,SM-G990U1,14
samsung,SM-G990U2,13
samsung,SM-G991B,14
samsung,SM-G991B,13
samsung,SM-G991B,11
samsung,SM-G991B,12
samsung,SM-G991N,14
samsung,SM-G991U,13
samsung,SM-G991U,12
samsung,SM-G991U,14
samsung,SM-G991U1,11
samsung,SM-G991U1,14
samsung,SM-G996B,14
samsung,SM-G996B,13
samsung,SM-G996B,12
samsung,SM-G996N,14
samsung,SM-G996U,13
samsung,SM-G996U,14
samsung,SM-G996U,12
samsung,SM-G996U,11
samsung,SM-G996U1,14
samsung,SM-G998B,13
samsung,SM-G998B,12
samsung,SM-G998B,14
samsung,SM-G998B,11
samsung,SM-G998U,13
samsung,SM-G998U,12
samsung,SM-G998U,11
samsung,SM-G998U,14
samsung,SM-G998U1,14
samsung,SM-G998U1,13
samsung,SM-J260M,8.1.0
samsung,SM-J400M,10
samsung,SM-J400M,9
samsung,SM-J415G,9
samsung,SM-J415G,8.1.0
samsung,SM-J600G,10
samsung,SM-J610G,10
samsung,SM-J701M,9
samsung,SM-J710MN,8.1.0
samsung,SM-J730GM,9
samsung,SM-J810M,10
samsung,SM-M115M,12
samsung,SM-M127F,12
samsung,SM-M127F,13
samsung,SM-M146B,14
samsung,SM-M225FV,13
samsung,SM-M225FV,12
samsung,SM-M305M,10
samsung,SM-M315F,10
samsung,SM-M315F,12
samsung,SM-M325FV,13
samsung,SM-M515F,12
samsung,SM-M526B,13
samsung,SM-M536B,14
samsung,SM-M546B,14
samsung,SM-M556B,14
samsung,SM-N770F,13
samsung,SM-N950F,9
samsung,SM-N950U,9
samsung,SM-N950U1,9
samsung,SM-N9600,9
samsung,SM-N9600,10
samsung,SM-N960F,10
samsung,SM-N960U,10
samsung,SM-N960U,9
samsung,SM-N960U1,10
samsung,SM-N970F,12
samsung,SM-N970U,12
samsung,SM-N970U,11
samsung,SM-N970U1,12
samsung,SM-N9750,10
samsung,SM-N9750,12
samsung,SM-N975F,12
samsung,SM-N975U,11
samsung,SM-N975U,10
samsung,SM-N975U,12
samsung,SM-N975U1,11
samsung,SM-N975U1,12
samsung,SM-N976U,12
samsung,SM-N980F,13
samsung,SM-N981U,13
samsung,SM-N981U,12
samsung,SM-N981U1,13
samsung,SM-N985F,10
samsung,SM-N985F,13
samsung,SM-N9860,13
samsung,SM-N986B,13
samsung,SM-N986N,13
samsung,SM-N986U,13
samsung,SM-N986U,12
samsung,SM-N986U1,13
samsung,SM-P610,12
samsung,SM-P610,13
samsung,SM-P613,13
samsung,SM-P613,14
samsung,SM-P615,13
samsung,SM-P620,14
samsung,SM-S711B,14
samsung,SM-S711B,13
samsung,SM-S711U1,14
samsung,SM-S721B,14
samsung,SM-S9010,14
samsung,SM-S901B,14
samsung,SM-S901B,13
samsung,SM-S901E,14
samsung,SM-S901E,13
samsung,SM-S901E,12
samsung,SM-S901U,13
samsung,SM-S901U,14
samsung,SM-S901U1,14
samsung,SM-S9060,13
samsung,SM-S9060,14
samsung,SM-S906E,12
samsung,SM-S906E,13
samsung,SM-S906E,14
samsung,SM-S906U,13
samsung,SM-S906U,12
samsung,SM-S906U,14
samsung,SM-S906U1,14
samsung,SM-S906W,14
samsung,SM-S9080,13
samsung,SM-S9080,14
samsung,SM-S908B,14
samsung,SM-S908E,12
samsung,SM-S908E,13
samsung,SM-S908E,14
samsung,SM-S908N,14
samsung,SM-S908U,12
samsung,SM-S908U,14
samsung,SM-S908U,13
samsung,SM-S908U1,13
samsung,SM-S908U1,14
samsung,SM-S908W,14
samsung,SM-S911B,13
samsung,SM-S911B,14
samsung,SM-S911U,13
samsung,SM-S911U,14
samsung,SM-S911U1,13
samsung,SM-S911U1,14
samsung,SM-S911W,14
samsung,SM-S916B,13
samsung,SM-S916B,14
samsung,SM-S916U,14
samsung,SM-S916U1,14
samsung,SM-S918B,13
samsung,SM-S918B,14
samsung,SM-S918N,14
samsung,SM-S918U,13
samsung,SM-S918U,14
samsung,SM-S918U1,14
samsung,SM-S918U1,13
samsung,SM-S918W,14
samsung,SM-S921B,14
samsung,SM-S921U,14
samsung,SM-S921U1,14
samsung,SM-S921W,14
samsung,SM-S9260,14
samsung,SM-S926B,14
samsung,SM-S926U,14
samsung,SM-S926U1,14
samsung,SM-S928B,14
samsung,SM-S928U,14
samsung,SM-S928U1,14
samsung,SM-S931B,15
samsung,SM-S931U1,15
samsung,SM-S936B,15
samsung,SM-S936U1,15
samsung,SM-S938B,15
samsung,SM-S938U,15
samsung,SM-S938U1,15
samsung,SM-T500,12
samsung,SM-T510,11
samsung,SM-T720,11
samsung,SM-T733,14
samsung,SM-T860,11
samsung,SM-T870,13
samsung,SM-T970,13
samsung,SM-X510,14
samsung,SM-X800,14
samsung,SM-X810,14
samsung,SM-X900,14
surface,Surface Duo,12
vivo,V2023,12
vivo,V2027,12
vivo,V2028,10
vivo,V2028,12
vivo,V2035,13
vivo,V2050,13
vivo,V2057,13
vivo,V2058,13
vivo,V2110,13
vivo,V2110,11
vivo,V2127,13
vivo,V2127,14
vivo,V2145A,14
vivo,V2202,14
vivo,V2204,12
vivo,V2205,13
vivo,V2205,14
vivo,V2206,13
vivo,V2206,14
vivo,V2242,15
vivo,V2242,14
vivo,V2247,14
vivo,V2248,14
vivo,V2332,14
vivo,V2349,14
vivo,V2351,14
vivo,V2418,15
vivo,V2418,14
vivo,V2440,15
vivo,vivo 1935,12
vivo,vivo 1938,12
xiaomi,Mi A1,9
xiaomi,Mi A2,10
xiaomi,Mi A2 Lite,10
xiaomi,Redmi 5 Plus,8.1.0
xiaomi,Redmi 6,8.1.0
xiaomi,Redmi 7,10
xiaomi,Redmi Note 5,9
xiaomi,Redmi Note 6 Pro,9
xiaomi,Redmi Note 7,9
xiaomi,Redmi Note 7,10
xiaomi,Redmi Note 8,9
xiaomi,Redmi Note 8,10
xiaomi,Redmi Note 8,11
xiaomi,Redmi Note 8T,9
